Nome;Valor;CPF;Vencimento
Luiz Fernando da Costa;696,34;350.494.558-32;22/05/2027
Erick Moura;823,35;652.526.990-33;06/11/2022
Apollo da Mota;304,13;518.697.273-81;22/07/2027
Dra. Elisa Aparecida;854,91;982.740.174-20;13/08/2026
João Lucas da Cunha;170,64;828.811.219-62;22/01/2026
André Fernandes;415,56;199.363.116-05;24/05/2027
Eloá Montenegro;29,98;258.964.238-58;23/12/2022
Stephany Pacheco;519,64;229.149.428-74;01/02/2022
João Lucas da Conceição;670,18;176.067.200-95;02/09/2023
Mariane Rezende;985,58;825.498.384-40;03/11/2023
Maria Liz Barbosa;121,26;173.138.540-43;29/04/2022
Srta. Hellena Fonseca;377,61;982.124.997-30;03/08/2024
Vinicius Rios;568,21;771.281.652-28;22/11/2026
Luiz Miguel Alves;601,08;927.622.031-32;28/10/2022
Sr. Kaique Nascimento;532,58;199.712.256-10;08/05/2025
Matteo Duarte;91,17;073.919.555-77;04/12/2022
Cecilia Costa;749,30;444.284.570-05;21/11/2025
Dra. Manuela Peixoto;446,69;541.375.765-43;12/10/2024
Sofia da Costa;195,36;641.519.600-65;04/12/2026
Leonardo Casa Grande;295,65;778.477.157-64;21/12/2023
Stephany Nascimento;799,94;698.973.676-39;24/10/2027
Enzo Jesus;561,69;185.913.811-03;24/11/2026
Sra. Bruna da Rosa;976,19;328.593.570-75;03/12/2023
Théo Cirino;187,88;406.294.542-80;16/06/2024
Marina Castro;303,24;268.361.226-58;11/04/2026
Diego Sales;378,37;840.829.717-13;06/07/2027
Eduarda Pinto;575,84;215.102.556-04;29/03/2025
Elisa Sá;462,05;909.454.510-15;10/03/2027
Vicente Porto;684,78;290.382.680-38;20/03/2026
Dr. José Pedro Pacheco;747,92;864.731.021-76;01/11/2024
Sr. Augusto Vasconcelos;596,79;882.126.102-63;19/05/2027
Eloah Porto;210,75;682.685.028-12;12/08/2024
Dra. Manuela Novaes;737,50;274.146.979-27;22/07/2027
Sophia Carvalho;259,14;387.197.430-75;16/08/2027
Fernando Barros;189,36;854.474.548-27;28/08/2027
Enrico Fogaça;740,98;650.783.976-07;23/08/2027
Helena Pinto;279,97;998.740.919-90;26/12/2022
Cecilia Sousa;717,33;580.251.487-62;12/05/2026
Isabel da Cruz;262,17;655.894.033-76;31/12/2027
Vinícius Cassiano;101,10;419.839.614-01;22/05/2026
Isaac Aragão;496,07;175.918.254-09;16/01/2022
Leonardo Teixeira;376,46;875.623.630-18;30/07/2025
Dra. Antonella Sousa;300,39;788.038.418-91;03/05/2023
Vinicius Gomes;439,07;802.193.868-45;24/11/2025
Vitor Hugo Abreu;475,52;971.683.137-45;04/06/2026
Caroline Cavalcante;744,96;061.037.772-88;14/07/2027
Sr. Anthony Lima;398,29;012.553.195-86;26/06/2027
Henrique Caldeira;411,77;698.910.673-50;06/01/2022
Evelyn Vargas;513,47;324.973.410-11;16/09/2025
Dr. Diego Sousa;988,89;631.603.722-85;16/11/2024
Sarah Pires;986,54;456.463.137-39;18/10/2022
Dra. Alana Camargo;192,53;369.966.621-26;27/08/2026
Maria Flor Macedo;356,57;746.894.782-11;17/08/2026
Rafael Camargo;361,95;819.674.829-98;06/12/2023
Amanda Rodrigues;365,50;180.627.052-86;24/09/2023
Ravi Casa Grande;171,83;342.008.878-73;12/12/2022
Dra. Luísa Nogueira;802,22;577.486.302-64;06/10/2027
Maysa Cassiano;522,98;427.931.706-28;29/05/2026
Davi Miguel Aparecida;583,74;990.864.344-47;04/10/2026
Sr. Erick Sales;815,63;884.468.576-01;07/09/2023
Luiz Henrique Macedo;494,33;963.222.544-92;08/11/2024
Thales Guerra;513,75;875.969.747-40;07/11/2022
Rafaela Pimenta;152,33;346.421.885-63;16/04/2022
Dante Oliveira;570,97;663.268.458-04;27/05/2024
Srta. Maitê Macedo;629,87;047.718.659-91;08/11/2023
Ana Peixoto;631,38;361.600.863-88;17/01/2026
Júlia Melo;606,44;075.291.400-61;14/02/2022
Juliana Silveira;851,08;291.393.831-06;01/10/2026
Mirella Pinto;506,12;427.483.634-74;17/10/2022
Arthur Miguel Correia;655,88;505.972.535-96;24/06/2024
Diogo Monteiro;394,88;155.629.709-22;29/09/2022
Anna Liz Leão;367,90;431.943.605-90;03/05/2022
Ana Clara Farias;422,53;648.288.798-82;01/06/2023
Luan da Paz;968,54;298.655.771-61;12/12/2026
Daniel Nascimento;390,92;315.920.997-01;02/03/2023
Kamilly da Cruz;281,95;688.557.478-36;12/08/2025
Luísa Cardoso;46,49;060.723.593-46;15/09/2026
Lorena Nascimento;642,02;203.398.052-98;04/06/2024
Rhavi Pacheco;75,57;167.630.099-63;25/06/2027
Evelyn Ramos;287,92;265.425.625-15;12/06/2026
Aurora Souza;696,93;488.534.358-59;16/09/2027
Ana Júlia Almeida;648,17;448.861.206-72;16/12/2024
Dra. Isadora Novais;365,03;074.779.426-01;13/04/2025
Maria Julia Guerra;921,19;163.977.800-41;31/07/2023
Larissa Porto;244,11;784.818.619-96;23/07/2026
Miguel Silveira;883,23;668.546.491-71;17/04/2027
Rhavi Novaes;166,01;486.808.988-92;21/08/2027
Luiz Felipe Moura;24,24;247.662.748-80;22/02/2025
Gael Almeida;303,80;780.218.844-08;29/03/2025
Sr. João Vasconcelos;197,57;295.119.134-02;26/06/2027
Agatha Mendes;235,68;152.221.763-07;16/11/2024
Vitor Hugo Castro;47,90;906.071.016-96;06/05/2024
Sr. Rodrigo Mendonça;269,77;466.744.500-91;25/03/2027
Noah Melo;770,69;189.678.301-54;20/02/2024
Maria Júlia Moraes;681,09;575.230.762-70;29/01/2024
Mariana Pires;232,00;543.790.176-31;25/04/2025
Matteo Correia;408,75;233.483.134-42;16/08/2023
Larissa Novaes;687,37;926.389.574-09;23/07/2026
Dr. Ryan Nogueira;746,12;111.855.026-95;20/02/2026
Eduarda Casa Grande;975,72;402.272.540-04;23/11/2022
Maria Fernanda Costa;234,14;812.596.789-33;01/02/2024
Enrico da Conceição;834,46;734.547.052-04;06/04/2023
Mathias Moreira;792,66;646.391.878-41;09/09/2027
Vitor Correia;118,23;627.069.263-63;01/11/2022
Natália Cirino;976,51;321.888.530-27;11/06/2027
Samuel Teixeira;861,77;959.709.302-22;06/08/2027
Mateus Castro;461,54;011.221.094-53;19/10/2026
Dr. Léo Farias;195,70;800.827.160-43;25/10/2027
Maria Flor Pacheco;274,38;733.089.408-75;22/12/2024
Srta. Allana da Conceição;272,36;853.140.302-26;03/07/2023
Vinicius Campos;575,66;786.854.410-43;06/05/2022
Sr. Luiz Miguel das Neves;648,04;270.913.434-99;17/09/2026
Luiz Henrique Brito;535,43;541.102.042-52;27/11/2023
Thiago Novaes;77,50;023.562.774-70;17/09/2027
Leandro Monteiro;591,57;625.074.638-20;25/04/2024
Zoe da Rocha;928,69;722.873.134-48;10/10/2022
Dr. Davi Luiz Oliveira;180,08;782.062.529-52;31/10/2022
Isabela Sales;790,02;924.631.433-68;29/03/2026
Miguel Alves;173,80;473.000.026-99;26/04/2023
João Miguel Ramos;185,27;951.890.565-70;07/07/2023
Ana Vitória da Mota;343,21;551.117.155-75;22/10/2026
Davi Miguel da Cunha;916,68;167.445.224-13;18/05/2022
Srta. Isabel Rios;524,62;289.254.326-63;16/02/2026
Sr. André Cavalcanti;892,30;952.179.844-05;22/09/2024
Theodoro Rezende;349,74;948.144.287-02;02/07/2026
Otto Mendes;459,11;312.286.595-52;30/11/2023
Emilly Carvalho;921,44;448.574.196-60;13/08/2024
Otto Gomes;887,98;284.622.634-26;28/06/2023
Catarina da Conceição;301,39;546.546.056-30;29/10/2022
Cauã Fonseca;93,67;688.754.838-02;29/10/2026
Dr. João Vitor Gonçalves;214,60;819.305.760-06;06/11/2026
Emanuella Castro;229,97;659.891.896-06;08/06/2025
Sra. Raquel da Paz;936,72;373.093.947-56;03/08/2025
Srta. Gabriela Alves;915,35;995.814.647-97;29/10/2027
Bárbara Dias;395,77;536.099.881-49;22/05/2024
Ana Julia Monteiro;286,21;261.749.550-72;13/02/2025
Henrique Novais;984,23;173.848.403-38;16/05/2022
Enrico Sampaio;819,21;851.559.519-26;02/03/2022
Pedro Miguel Guerra;703,98;971.741.029-18;21/04/2023
Henry Gabriel Caldeira;216,24;839.593.757-12;19/12/2022
Maria Luísa Albuquerque;278,97;734.010.485-21;09/09/2024
Apollo Sales;18,93;509.400.802-17;09/08/2022
Henry Pinto;941,80;016.430.113-52;14/03/2025
Dr. João Guilherme da Rocha;332,30;757.096.565-50;01/07/2026
Eduardo Casa Grande;962,46;037.404.263-29;28/10/2023
Heloísa Montenegro;442,88;794.150.268-20;09/04/2023
Yuri Pereira;28,67;568.060.575-97;03/05/2022
Dr. Carlos Eduardo Ramos;513,76;455.045.644-26;23/09/2025
Isaque Pinto;779,54;441.152.282-95;29/06/2024
Srta. Maya Novais;567,38;347.291.176-06;12/08/2027
Mariane Fonseca;569,97;102.230.238-87;10/10/2022
Rodrigo Almeida;267,50;017.078.185-26;02/08/2025
Maria Isis Ramos;135,92;246.731.912-13;26/02/2026
Gabriel Rios;838,79;097.805.073-83;03/11/2024
José Miguel Nunes;47,68;960.911.635-30;22/09/2026
Miguel da Paz;645,11;216.422.473-64;21/04/2027
Isadora Jesus;728,46;433.870.322-98;06/07/2026
Dr. Vitor Fonseca;215,12;267.909.158-25;31/03/2027
Valentina da Costa;75,16;327.893.733-34;25/11/2027
Luiz Gustavo Vargas;895,73;434.612.786-07;29/05/2027
Anthony Gabriel Sales;276,07;635.944.582-46;03/10/2026
Liam Monteiro;477,96;079.080.435-25;21/01/2026
Beatriz Cardoso;779,21;178.018.099-32;22/12/2024
Gael Henrique Dias;590,83;925.910.240-54;29/12/2026
Henrique da Rosa;280,64;438.509.433-06;15/01/2023
Sara Monteiro;351,09;174.207.915-69;10/02/2027
Dra. Emilly Pimenta;948,76;311.025.864-19;29/06/2025
Renan Alves;912,72;387.083.373-42;25/04/2025
Clara Novais;294,62;097.256.584-13;07/02/2024
Sr. Thales Porto;366,02;609.567.200-79;24/09/2024
Nathan Vargas;55,09;727.607.551-62;25/07/2027
Henrique Lopes;886,91;849.680.245-02;31/10/2027
Bryan Novaes;798,31;214.025.056-70;30/04/2024
Cecília Albuquerque;630,85;924.477.020-24;28/02/2024
Calebe Lima;451,82;294.428.669-28;14/02/2027
Srta. Juliana Cavalcante;92,08;493.002.389-05;05/07/2023
Igor Pacheco;651,17;000.155.236-88;07/05/2023
Davi Miguel Rezende;248,41;179.509.341-28;09/04/2025
Maria Julia Novais;625,97;197.904.027-39;18/03/2023
Maya Caldeira;576,39;342.644.795-99;13/12/2027
Aurora Campos;801,89;153.915.049-60;03/07/2026
Mariane da Mata;864,17;937.495.366-85;30/07/2023
Pietra Rios;781,90;249.715.348-54;15/09/2027
José da Paz;898,91;049.517.255-38;10/04/2024
Anthony Carvalho;143,78;313.934.058-36;21/07/2025
Theo Barros;893,39;416.394.550-48;03/03/2026
Davi Luiz Correia;233,21;100.902.077-37;07/06/2025
Vitor Gabriel Sampaio;759,87;803.703.185-35;19/09/2022
Bruno Fogaça;433,29;426.386.692-46;11/12/2027
Beatriz Gonçalves;820,48;954.774.475-52;30/09/2025
Bruna Albuquerque;467,43;580.606.897-82;26/01/2022
Valentina Pimenta;699,26;916.819.978-36;13/11/2024
Laura Campos;333,51;899.907.545-12;21/01/2024
Benjamin Cassiano;298,74;783.026.135-02;16/06/2023
Maria da Cruz;724,27;916.055.136-47;06/03/2027
Maria Helena Pereira;861,57;999.859.226-70;25/04/2022
Olivia Silveira;329,30;494.672.030-80;05/09/2024
Luísa Aragão;225,47;141.637.233-41;22/08/2023
João Gabriel Campos;755,33;626.951.166-64;21/12/2026
Srta. Jade Novaes;831,54;368.223.537-05;08/01/2026
Sophie Cunha;940,32;032.688.983-36;19/11/2027
Mariane Sá;316,75;772.963.932-70;26/08/2022
Clara Lima;21,76;774.030.666-50;19/12/2027
Valentim Freitas;897,36;420.718.401-50;10/05/2024
Heloisa Andrade;310,07;020.648.044-05;12/03/2022
Hellena Pereira;496,86;906.196.473-34;11/04/2022
Ravi Viana;610,36;254.110.174-03;31/10/2027
Cauê Fogaça;793,01;470.414.513-18;18/01/2023
Maria Julia Teixeira;951,48;642.561.740-35;21/07/2022
Lucas Gabriel da Rocha;751,25;518.995.488-90;08/03/2024
Ana Luiza Ribeiro;736,21;558.221.623-56;15/10/2022
Leandro Vargas;733,36;163.660.690-37;02/08/2026
João Miguel Gonçalves;790,61;750.148.096-62;19/04/2023
Gustavo Henrique Azevedo;421,10;830.277.146-50;20/08/2023
Esther Souza;209,92;742.006.367-24;12/07/2027
Maria Liz Mendes;477,60;615.255.884-00;15/09/2022
Dra. Maria Alice Correia;215,89;366.579.967-80;03/01/2026
Camila da Cruz;358,75;027.776.730-05;22/08/2022
Dr. Caleb Fonseca;101,43;635.568.819-62;03/06/2022
Mirella Silveira;271,05;781.611.320-06;09/12/2027
Ana Liz Pimenta;802,72;995.722.529-40;12/07/2022
Rodrigo Costa;763,13;150.839.867-47;17/11/2022
Agatha Fogaça;313,55;786.829.436-10;04/09/2024
Ana Clara Gonçalves;285,91;333.242.376-22;05/03/2025
Breno Garcia;115,52;818.648.328-48;10/10/2025
Rebeca Siqueira;160,66;908.721.668-80;18/02/2022
Sr. Henry Gabriel Sá;727,81;627.128.309-82;25/04/2027
Sr. Yago Silveira;715,70;621.190.128-30;19/05/2022
Bruna Melo;165,41;773.185.409-44;08/07/2024
Fernando Pinto;803,31;885.345.549-73;16/08/2026
Evelyn Abreu;694,77;362.924.249-96;16/05/2026
Sophie Lima;634,63;126.628.887-26;12/07/2026
Sra. Lara Ribeiro;151,95;167.284.725-75;08/03/2024
Bianca Castro;897,82;565.565.701-51;25/10/2024
Francisco Moraes;882,55;326.037.796-43;05/04/2027
Paulo Barros;833,61;698.821.972-20;19/10/2026
Luiz Felipe da Cunha;241,46;795.870.435-60;04/11/2023
Alexia Cirino;957,88;656.072.424-70;20/03/2027
Davi Lucas Brito;907,36;993.259.837-22;30/03/2025
Maria Helena Nogueira;711,43;197.766.882-87;03/06/2027
Yan Andrade;826,20;818.547.418-46;25/11/2023
Fernando Pinto;607,40;579.506.379-73;28/08/2022
Dra. Emilly Sampaio;795,85;464.502.379-95;04/12/2026
Maria Eduarda Brito;544,46;893.658.425-17;20/11/2023
Ísis Leão;606,50;408.277.559-58;07/06/2027
Davi Lucca Macedo;285,94;786.052.242-02;26/02/2026
Rhavi Nascimento;232,02;989.483.626-77;27/04/2024
Ryan da Paz;397,58;337.960.702-92;26/12/2027
Ester Silva;415,35;124.772.204-06;31/05/2027
Pedro Henrique Peixoto;248,44;367.238.505-06;24/10/2026
Ester Pereira;26,76;845.640.348-20;15/07/2025
Lívia Caldeira;459,84;551.653.900-56;23/12/2026
Luiz Otávio Castro;902,46;904.027.794-08;09/03/2022
Luiz Otávio Pimenta;98,31;962.671.783-16;27/03/2025
Dr. Benicio Barros;577,39;239.108.999-61;18/02/2027
Eduardo da Costa;971,61;687.569.843-90;07/11/2027
Ana Carolina Câmara;726,15;250.044.007-99;19/10/2022
Luiz Gustavo Fogaça;618,26;840.705.712-67;29/05/2022
Vitor Gabriel da Rosa;924,02;448.253.776-46;10/10/2024
Davi Lucas Pacheco;913,31;467.436.497-39;17/04/2022
Sr. Cauã Costela;164,56;174.273.832-03;19/12/2027
Marina Araújo;201,55;959.691.807-98;15/11/2027
Ravi Lucca Novaes;665,96;814.782.807-12;11/06/2024
Sophie Gomes;187,19;923.793.212-04;04/07/2027
Théo Sá;308,34;765.010.464-88;18/05/2023
Sra. Rebeca Araújo;958,18;771.536.979-98;20/02/2025
Brayan da Conceição;723,49;046.720.065-30;15/11/2025
Maria Clara da Rosa;71,86;658.884.059-42;15/02/2025
Oliver Albuquerque;253,21;770.001.805-72;07/01/2026
Thales Costa;675,01;456.144.812-80;26/04/2027
Yasmin Carvalho;270,30;489.133.527-09;18/01/2022
Beatriz Borges;400,24;904.044.998-80;07/10/2022
Bruna Abreu;309,42;344.599.651-24;23/02/2026
Ana Júlia Nascimento;493,00;320.225.012-40;16/10/2024
Luana Sá;636,73;270.402.510-09;08/03/2023
Francisco Nunes;410,13;370.447.238-71;20/04/2022
Sr. Benicio Moraes;625,05;599.504.453-22;19/05/2026
Theodoro Silveira;645,84;044.713.032-35;02/06/2024
Bernardo Cirino;352,70;681.529.975-96;17/05/2023
Hellena Alves;431,50;757.076.417-00;17/12/2023
Hellena Cunha;995,93;814.944.111-55;19/11/2025
Augusto Guerra;492,76;821.134.150-69;21/06/2025
Antonella Jesus;729,20;126.000.376-03;06/01/2023
Melina Leão;157,22;424.558.178-66;28/08/2025
Maya Andrade;273,13;827.912.975-83;29/11/2022
Matteo Novaes;246,07;356.538.760-21;27/07/2026
Camila Sousa;515,00;740.910.066-44;29/10/2025
Dr. Murilo Pastor;251,47;131.443.466-76;10/10/2027
Erick Martins;989,44;549.780.088-27;23/08/2026
Aylla Aragão;297,75;722.911.493-49;14/10/2025
Eduarda Araújo;438,06;984.142.528-98;26/11/2027
Lucas Correia;194,20;770.150.662-45;28/11/2025
Srta. Maria Júlia da Paz;519,07;754.463.417-52;19/12/2023
Benjamin Camargo;155,86;277.509.693-03;19/04/2027
Nina Costa;240,78;192.766.573-68;18/05/2023
Luna da Mota;574,27;765.472.222-26;08/04/2023
Francisco Casa Grande;371,94;229.147.447-29;02/01/2027
Gael Henrique Campos;359,25;427.747.765-82;28/07/2022
Léo Pimenta;719,88;669.651.302-71;09/04/2026
Alana Sales;922,34;723.293.314-23;27/06/2022
João Nogueira;856,64;669.362.269-05;26/09/2026
Luigi Pimenta;166,67;376.974.119-69;11/04/2024
Sra. Catarina Aragão;592,61;899.775.295-28;19/06/2027
Dra. Larissa Costa;509,17;568.457.131-06;21/06/2024
Srta. Bianca Montenegro;81,67;717.570.129-28;03/09/2026
Sr. Rael da Paz;173,04;943.929.551-14;24/02/2026
Mariah Cavalcanti;779,14;247.328.592-64;11/08/2027
Allana Andrade;283,70;007.426.573-34;08/07/2027
Rael Pires;625,80;930.688.758-21;11/11/2025
Srta. Isabelly Vieira;328,26;012.092.104-96;13/12/2024
João Farias;14,34;444.294.805-40;07/12/2022
Maria Flor Cavalcanti;837,33;607.705.573-51;03/10/2023
Igor Cavalcanti;795,96;314.276.504-21;03/11/2024
Mariane Moreira;250,20;100.506.233-10;20/07/2027
Aurora Garcia;123,66;977.430.249-45;26/05/2025
Dr. Luiz Fernando Farias;559,84;857.544.447-60;22/01/2026
Olivia Pires;236,10;402.772.535-24;10/09/2024
Eloah Sales;751,60;104.499.883-02;17/10/2022
Gael Henrique Moura;785,05;119.102.314-11;21/03/2027
Dra. Valentina Mendes;977,61;939.832.486-52;03/08/2022
Pedro Henrique Fonseca;303,91;736.189.723-13;24/05/2022
Ana Beatriz Siqueira;919,11;809.069.066-11;13/02/2023
Ravy Martins;623,26;976.613.371-98;08/04/2022
Sr. Valentim da Costa;493,00;811.868.773-27;10/04/2024
Anthony da Rocha;836,83;426.712.682-82;04/11/2026
Pedro Lucas Gomes;487,38;563.835.979-66;11/11/2022
Giovanna da Rocha;881,94;557.114.566-84;30/08/2026
Ana Clara Rocha;256,06;899.925.615-43;25/11/2024
Danilo Machado;633,35;676.225.377-67;09/06/2022
Antonella Costela;363,45;224.686.331-79;14/11/2023
Srta. Alícia Borges;628,11;939.599.122-49;23/02/2023
Guilherme Rios;636,33;575.430.130-83;19/08/2027
Amanda Cassiano;370,13;036.814.055-54;14/02/2022
Augusto Silva;969,30;666.905.417-33;21/09/2026
Maysa Pimenta;828,34;957.816.071-22;24/01/2025
Davi Luiz Vasconcelos;423,58;176.963.803-21;09/08/2026
Anthony Costa;382,42;547.916.664-60;17/04/2024
Letícia Cassiano;829,36;277.239.019-51;05/12/2027
André Sampaio;661,50;168.240.168-58;19/01/2023
Isaque Peixoto;428,77;164.976.221-60;17/03/2024
Théo Marques;364,85;551.286.867-59;24/05/2023
Ana Luiza Alves;658,09;106.766.642-71;26/01/2027
Sra. Emanuelly Sales;120,66;039.941.164-03;16/12/2025
Srta. Pietra Moraes;575,63;953.702.152-12;22/02/2023
Liz Nunes;183,53;595.625.878-00;28/01/2024
Aylla Sales;678,02;824.622.174-47;06/06/2026
Bianca Lima;623,99;461.732.041-50;12/11/2022
Dra. Nina da Costa;142,70;209.120.637-74;11/03/2022
Sr. Ryan Costa;436,68;340.940.522-40;09/08/2026
Esther Cunha;94,91;273.690.856-24;23/01/2026
Srta. Bruna Borges;418,90;928.714.081-29;29/05/2023
Mariana da Mata;125,40;158.217.856-98;25/08/2025
Ana Sophia Sá;21,90;817.048.873-79;01/06/2022
Sophie Araújo;854,47;552.718.016-01;23/12/2024
Beatriz Souza;287,16;413.724.504-52;30/06/2027
Maria Eduarda Silva;558,29;998.674.757-07;09/01/2024
Théo Sampaio;340,16;277.396.985-56;31/12/2024
Luiz Felipe Mendonça;693,36;379.566.784-44;15/09/2025
Lívia Duarte;76,90;467.287.582-27;23/11/2024
Caleb da Luz;625,16;347.461.873-32;01/03/2025
Sra. Luara Sousa;848,49;097.983.448-19;22/10/2026
Leonardo Rezende;862,70;411.045.014-42;15/11/2022
Esther Correia;361,31;878.786.277-82;04/07/2026
Maitê Fogaça;727,69;368.865.194-40;07/10/2027
Sophie Pinto;791,04;970.409.062-59;28/07/2023
Helena Andrade;819,15;228.317.575-51;27/01/2025
José Miguel Câmara;561,72;278.790.045-31;03/09/2022
Sr. Leandro Abreu;786,21;027.806.145-11;14/08/2027
Bryan Cassiano;706,68;062.575.920-69;18/11/2025
Benício Borges;718,40;906.488.693-86;09/09/2023
Nicolas Aragão;199,78;242.391.240-49;27/01/2027
Allana Rodrigues;599,22;274.678.161-10;31/08/2023
Caio Rocha;738,04;841.229.471-82;24/04/2023
Isis Correia;701,14;396.169.760-47;01/08/2026
Hellena Rocha;322,32;765.267.143-41;19/11/2027
Brenda Campos;746,04;953.131.854-94;30/05/2022
Lavínia Novaes;884,94;602.739.013-10;20/03/2022
Nicolas Moraes;754,57;890.828.599-70;25/05/2026
Erick Freitas;702,22;239.194.268-00;03/09/2022
Bryan Gomes;962,65;840.839.495-94;23/04/2025
Sra. Rebeca Novais;961,88;707.735.704-06;17/05/2026
Srta. Maria Clara Moraes;497,73;968.962.330-35;15/10/2022
Cauê Aparecida;529,48;529.927.797-02;09/09/2023
Daniela Montenegro;181,49;558.981.156-26;12/03/2027
Cauê Camargo;705,33;178.189.512-09;18/06/2023
Aylla Souza;690,65;660.579.674-83;26/05/2022
Marcelo Castro;967,94;137.284.862-20;13/07/2025
Sra. Antonella Montenegro;152,06;300.596.752-26;13/05/2027
Yago Rocha;761,38;138.504.188-93;02/05/2024
Fernanda Rios;964,14;843.346.997-53;28/09/2024
Natália Duarte;646,23;399.395.701-68;20/01/2025
Matteo Novais;563,90;618.030.857-82;25/02/2024
Otto Costa;303,55;815.745.261-94;18/05/2027
Stephany Ramos;519,75;266.723.993-80;17/07/2023
Sabrina da Mata;423,26;969.409.984-69;15/06/2024
Ana Laura Aparecida;551,63;647.661.264-64;17/11/2024
Ravi Cunha;205,19;776.818.599-49;24/03/2026
Arthur Miguel da Paz;592,62;500.679.280-92;31/03/2025
Rael Souza;216,56;731.366.251-34;13/01/2022
Thales Rodrigues;86,26;561.861.435-94;25/12/2025
Marcelo Pastor;301,93;215.567.296-98;08/09/2023
Davi Lucca da Mata;139,01;074.435.793-42;11/04/2026
Oliver Fonseca;394,28;912.841.725-94;31/01/2027
Lavínia Borges;539,26;579.633.862-50;20/07/2024
Dra. Isis Sales;947,76;366.893.259-06;05/03/2027
Maria Helena Teixeira;331,55;906.109.976-58;12/11/2024
Dr. Arthur Miguel Castro;853,44;403.945.994-69;29/05/2026
Miguel Carvalho;52,79;108.939.689-97;17/09/2027
Catarina Farias;11,26;385.032.691-81;07/12/2024
Dr. Theo da Cruz;142,73;920.227.017-19;27/03/2022
Srta. Olívia Cassiano;228,36;354.517.329-17;08/05/2027
Cauã Pacheco;314,14;748.098.086-83;28/10/2025
Joana Cavalcante;167,71;421.513.780-20;28/02/2027
Antônio da Rocha;968,22;539.278.758-43;28/11/2022
Mirella Rezende;473,63;662.302.352-62;21/07/2023
Théo Borges;669,97;930.156.127-12;28/05/2023
Vitor Hugo Marques;282,94;609.134.278-95;10/08/2025
Eloah Siqueira;488,11;425.728.839-60;23/08/2022
Brenda Macedo;273,45;271.740.081-85;03/06/2026
Juan Pastor;682,58;265.122.311-56;06/02/2027
Brayan Freitas;913,54;426.259.208-16;24/07/2023
Sr. Alexandre Dias;810,39;025.791.081-66;28/08/2025
Renan Pires;21,23;059.701.296-28;11/01/2026
Maria Eduarda Pacheco;973,38;998.464.192-96;30/08/2026
Lorena Andrade;798,39;296.267.095-46;06/03/2025
Srta. Maria Luísa Marques;603,24;838.540.234-92;16/05/2022
Pietro Cavalcanti;752,23;093.976.340-08;24/08/2024
Kaique Costa;884,42;553.248.978-51;05/03/2024
Arthur Gabriel Dias;483,08;223.594.303-97;17/05/2027
Thiago Cavalcanti;754,08;482.976.988-28;15/10/2023
Raul Cirino;116,02;442.057.873-40;12/11/2024
Clarice Caldeira;833,01;049.175.619-42;24/03/2025
